TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRSR6;10,00;9,14;4,86;0,43;0,04;30,36;5,84;6,47;5,38;5,69;;;0,31;2,56;-0,04;1,87;8,85;0,74;;0,08;0,92;0,11;6,91;-5,11;16.620.835,74;23,28;2,06;-0,24;4.327.585.329,41
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;12,60;1,55;14,94;2,05;0,11;32,92;5,20;5,54;15,90;15,48;;;0,83;-0,40;-0,12;0,19;13,75;0,76;;0,06;0,94;0,14;17,77;3,79;9.826,48;6,14;0,84;-0,33;4.454.180.900,00
BSLI4;11,15;1,93;13,22;1,82;0,10;32,92;5,20;5,54;14,07;15,48;;;0,73;-0,36;-0,11;0,19;13,75;0,76;;0,06;0,94;0,14;17,77;3,79;5.325,93;6,14;0,84;-0,29;4.454.180.900,00
BTTL4;11.091,73;;2.597,78;1.434,97;522,14;16,93;8,97;5,84;1.691,89;2,12;0,59;0,50;151,70;2.185,69;-1.980,17;1,48;55,24;20,10;35,14;0,36;0,64;3,44;38,18;;;7,73;4,27;-183,80;148.902.891,36
CALI3;9,10;47,47;4,84;1,43;0,15;23,54;11,81;4,69;1,92;6,02;4,10;3,06;0,23;0,74;-0,30;1,65;29,60;3,08;13,16;0,10;0,90;0,66;65,29;8,74;2.202,27;6,36;1,88;-0,77;33.860.836,10
CALI4;50,00;8,64;26,58;7,87;0,82;23,54;11,81;4,69;10,56;6,02;4,10;3,06;1,25;4,08;-1,67;1,65;29,60;3,08;13,16;0,10;0,90;0,66;65,29;8,74;;6,36;1,88;-4,25;33.860.836,10
CAMB3;5,69;4,53;4,25;1,41;0,62;44,98;20,25;12,86;2,70;3,79;1,11;0,58;0,55;3,20;-1,18;1,70;33,10;14,65;30,44;0,44;0,56;1,14;11,16;4,83;211.512,56;4,05;1,34;0,04;238.854.202,00
CAMB4;6,25;3,30;4,67;1,54;0,68;44,98;20,25;12,86;2,96;3,79;1,11;0,58;0,60;3,51;-1,30;1,70;33,10;14,65;30,44;0,44;0,56;1,14;11,16;4,83;;4,05;1,34;0,04;238.854.202,00
CAML3;6,81;5,39;4,92;0,79;0,28;20,98;8,22;4,71;2,82;6,43;3,62;1,02;0,23;1,01;-0,64;1,95;16,11;5,66;11,24;0,35;0,65;1,20;12,75;19,19;9.775.571,65;8,59;1,38;0,02;2.380.000.000,00
CASH3;1,00;;-15,29;1,08;0,64;-38,44;-38,44;-15,37;-6,11;-0,92;5,25;-0,93;2,35;1,92;-1,99;1,96;-7,08;-4,17;-19,42;0,59;0,41;0,27;70,01;;26.395.321,09;0,92;-0,07;-0,31;873.832.247,43
CASN3;15,01;0,23;146,15;7,72;3,37;43,68;16,23;7,31;65,86;58,15;6,90;0,81;10,69;-134,01;-3,84;0,83;5,28;2,30;4,87;0,44;0,56;0,32;5,83;28,01;;1,95;0,10;-4,85;11.094.218.905,01
CASN4;8,37;0,46;81,50;4,30;1,88;43,68;16,23;7,31;36,72;58,15;6,90;0,81;5,96;-74,73;-2,14;0,83;5,28;2,30;4,87;0,44;0,56;0,32;5,83;28,01;;1,95;0,10;-2,70;11.094.218.905,01
CATA3;103,61;19,03;0,67;0,09;0,04;27,94;7,80;7,01;0,60;1,94;1,34;0,20;0,05;0,16;-0,11;1,65;13,38;5,82;7,04;0,44;0,56;0,83;12,66;;;1.154,40;154,49;0,02;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;27,94;7,80;7,01;0,00;1,94;1,34;0,20;0,00;0,00;0,00;1,65;13,38;5,82;7,04;0,44;0,56;0,83;12,66;;;1.154,40;154,49;0,00;14.940.354,78
CBAV3;7,60;5,05;;0,85;0,37;1,39;0,00;0,00;;;;0,34;0,37;2,18;-0,57;1,95;0,00;0,00;;0,43;0,57;1,00;;;32.957.246,53;8,93;0,00;;4.546.208.330,79
CBEE3;13,28;2,70;-34,53;0,61;0,19;17,39;9,92;-1,19;4,16;10,64;6,48;0,95;0,41;-2,38;-0,23;0,71;-1,76;-0,55;7,33;0,31;0,69;0,46;7,69;;1.808,88;21,79;-0,38;0,16;3.189.987.750,88
CCRO3;12,72;2,99;6,22;2,17;0,51;58,37;52,72;21,55;2,54;4,59;2,05;1,76;1,34;13,85;-0,68;1,17;34,96;8,18;17,92;0,23;0,77;0,38;12,68;18,12;118.908.673,95;5,85;2,05;0,01;25.694.400.000,00
CCXC3;1,16;;-0,10;-0,03;0,39;;;;-2,62;-2,58;0,04;;;-0,03;;0,06;-26,10;-403,26;0,97;-15,45;16,45;0,00;;;;-45,41;-11,85;0,00;1.973.425,64
CEAB3;2,82;;1.046,03;0,29;0,09;50,23;4,34;0,01;3,24;4,94;1,75;0,16;0,14;0,81;-0,18;1,29;0,03;0,01;4,35;0,31;0,69;0,64;4,19;-61,39;13.124.337,19;9,73;0,00;-10,49;856.921.289,04
CEBR3;13,14;26,95;4,85;1,02;0,72;60,43;69,42;49,42;3,45;1,62;-1,84;-0,54;2,40;1,59;-1,49;7,35;21,04;14,77;16,48;0,70;0,09;0,30;-30,49;11,68;74.399,72;12,88;2,71;-0,06;948.274.812,75
CEBR5;13,00;27,24;4,80;1,01;0,71;60,43;69,42;49,42;3,41;1,62;-1,84;-0,54;2,37;1,58;-1,47;7,35;21,04;14,77;16,48;0,70;0,09;0,30;-30,49;11,68;17.719,21;12,88;2,71;-0,05;948.274.812,75
CEBR6;13,39;29,10;4,94;1,04;0,73;60,43;69,42;49,42;3,52;1,62;-1,84;-0,54;2,44;1,62;-1,52;7,35;21,04;14,77;16,48;0,70;0,09;0,30;-30,49;11,68;135.969,26;12,88;2,71;-0,06;948.274.812,75
CEDO3;5,70;;-2,72;0,55;0,06;13,78;4,03;-1,73;1,17;5,53;4,54;2,16;0,05;-0,58;-0,14;0,83;-20,39;-2,38;13,44;0,12;0,87;1,38;13,54;;1.811,33;10,28;-2,10;0,01;47.984.918,40
CEDO4;3,60;;-1,72;0,35;0,04;13,78;4,03;-1,73;0,74;5,53;4,54;2,16;0,03;-0,36;-0,09;0,83;-20,39;-2,38;13,44;0,12;0,87;1,38;13,54;;7.546,51;10,28;-2,10;0,01;47.984.918,40
CEEB3;38,50;17,52;6,44;1,71;0,39;29,18;22,91;11,21;3,15;7,70;3,78;2,05;0,72;-28,83;-0,50;0,94;26,51;6,11;15,12;0,23;0,77;0,55;11,42;54,67;16.448,40;22,55;5,98;-1,05;12.532.683.591,54
CEEB5;36,35;18,56;6,08;1,61;0,37;29,18;22,91;11,21;2,98;7,70;3,78;2,05;0,68;-27,22;-0,47;0,94;26,51;6,11;15,12;0,23;0,77;0,55;11,42;54,67;3.617,67;22,55;5,98;-0,99;12.532.683.591,54
CEEB6;60,68;12,23;10,15;2,69;0,62;29,18;22,91;11,21;4,97;7,70;3,78;2,05;1,14;-45,44;-0,79;0,94;26,51;6,11;15,12;0,23;0,77;0,55;11,42;54,67;;22,55;5,98;-1,66;12.532.683.591,54
CEED3;30,90;;8,25;-0,76;0,34;18,16;7,89;5,56;5,82;11,48;5,66;;0,46;884,68;-0,51;1,00;-9,22;4,11;-284,64;-0,45;1,45;0,74;12,08;;3.110,00;-40,61;3,74;-0,06;2.108.929.724,40
CEED4;30,00;;8,01;-0,74;0,33;18,16;7,89;5,56;5,65;11,48;5,66;;0,45;858,91;-0,49;1,00;-9,22;4,11;-284,64;-0,45;1,45;0,74;12,08;;3.000,00;-40,61;3,74;-0,06;2.108.929.724,40
CEGR3;88,32;0,81;83,71;19,90;5,37;22,79;13,63;4,47;27,43;28,50;1,06;0,77;3,74;463,34;-7,40;1,04;23,77;6,42;29,85;0,27;0,73;1,44;9,87;-4,16;;4,44;1,06;-1,99;22.931.204.490,24
CEPE3;125,26;3,43;59,53;6,06;0,71;19,63;12,23;1,98;9,64;15,67;6,76;4,25;1,18;8,97;-0,98;1,40;10,17;1,19;10,01;0,12;0,88;0,60;8,38;22,72;;20,68;2,10;-1,02;8.638.460.288,58
CEPE5;40,12;10,70;19,07;1,94;0,23;19,63;12,23;1,98;3,09;15,67;6,76;4,25;0,38;2,87;-0,31;1,40;10,17;1,19;10,01;0,12;0,88;0,60;8,38;22,72;6.418,00;20,68;2,10;-0,33;8.638.460.288,58
CEPE6;43,00;10,98;20,44;2,08;0,24;19,63;12,23;1,98;3,31;15,67;6,76;4,25;0,40;3,08;-0,34;1,40;10,17;1,19;10,01;0,12;0,88;0,60;8,38;22,72;6.183,00;20,68;2,10;-0,35;8.638.460.288,58
CESP3;25,55;;3,42;0,83;0,51;33,55;43,12;108,48;8,60;7,28;-1,26;-0,12;3,71;61,03;-0,58;1,09;24,13;15,05;9,59;0,62;0,38;0,14;8,84;;;30,97;7,47;0,01;8.302.192.833,55
CESP5;25,00;;3,35;0,81;0,50;33,55;43,12;108,48;8,42;7,28;-1,26;-0,12;3,63;59,71;-0,56;1,09;24,13;15,05;9,59;0,62;0,38;0,14;8,84;;;30,97;7,47;0,01;8.302.192.833,55
CESP6;25,25;;3,38;0,82;0,51;33,55;43,12;108,48;8,50;7,28;-1,26;-0,12;3,67;60,31;-0,57;1,09;24,13;15,05;9,59;0,62;0,38;0,14;8,84;;;30,97;7,47;0,01;8.302.192.833,55
CGAS3;120,75;9,87;8,83;15,49;1,26;19,82;15,64;10,40;5,87;7,98;2,11;5,56;0,92;16,57;-2,04;1,25;175,40;14,30;30,22;0,08;0,92;1,38;25,75;23,13;34.042,72;7,79;13,67;-0,61;16.001.860.880,25
CGAS5;128,03;10,24;9,37;16,43;1,34;19,82;15,64;10,40;6,23;7,98;2,11;5,56;0,97;17,57;-2,16;1,25;175,40;14,30;30,22;0,08;0,92;1,38;25,75;23,13;111.753,25;7,79;13,67;-0,65;16.001.860.880,25
CGRA3;28,80;8,29;4,68;0,67;0,48;54,49;13,99;17,45;5,83;4,43;-1,31;-0,15;0,82;1,80;-0,86;2,45;14,31;10,16;9,50;0,71;0,29;0,58;9,76;14,16;31.178,86;43,02;6,15;-0,15;548.846.162,80
CGRA4;28,06;8,51;4,56;0,65;0,46;54,49;13,99;17,45;5,69;4,43;-1,31;-0,15;0,80;1,76;-0,84;2,45;14,31;10,16;9,50;0,71;0,29;0,58;9,76;14,16;169.462,63;43,02;6,15;-0,14;548.846.162,80
CIEL3;4,86;5,17;9,35;0,96;0,12;41,38;25,11;13,20;4,92;6,72;1,77;0,34;1,23;1,05;-0,99;1,15;10,22;1,29;10,27;0,13;0,87;0,10;-1,62;-19,03;116.979.870,95;5,09;0,52;0,21;13.285.225.648,29
CLSA3;5,61;;-12,18;1,42;1,14;29,74;-27,91;-17,67;-7,71;-4,37;3,27;-0,60;2,15;1,92;-4,46;5,03;-11,69;-9,39;-17,65;0,80;0,20;0,53;;;3.626.455,65;3,94;-0,46;-0,05;1.044.868.893,60
CLSC3;49,49;9,99;5,85;0,66;0,16;13,36;6,71;4,19;3,66;6,16;2,47;0,45;0,25;3,38;-0,23;1,19;11,26;2,79;8,32;0,25;0,75;0,66;13,22;;21.953,28;75,16;8,46;-0,11;1.927.574.046,33
CLSC4;50,30;10,81;5,95;0,67;0,17;13,36;6,71;4,19;3,72;6,16;2,47;0,45;0,25;3,44;-0,24;1,19;11,26;2,79;8,32;0,25;0,75;0,66;13,22;;152.694,37;75,16;8,46;-0,11;1.927.574.046,33
CMIG3;17,12;9,23;9,26;1,79;0,69;16,75;13,08;11,65;8,25;7,90;1,44;0,31;1,08;12,02;-0,95;1,27;19,31;7,47;13,90;0,39;0,61;0,64;12,38;64,85;4.331.519,95;9,57;1,85;-7,39;29.487.957.218,24
CMIG4;11,47;13,78;6,20;1,20;0,46;16,75;13,08;11,65;5,53;7,90;1,44;0,31;0,72;8,06;-0,63;1,27;19,31;7,47;13,90;0,39;0,61;0,64;12,38;64,85;115.229.202,95;9,57;1,85;-4,95;29.487.957.218,24
CMIN3;4,86;18,95;9,04;2,34;1,06;46,63;35,81;22,23;5,61;5,98;0,35;0,15;2,01;5,36;-1,73;2,07;25,89;11,78;18,81;0,45;0,55;0,53;19,26;27,46;38.402.497,56;2,08;0,54;-0,17;26.768.453.529,44
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,32;0,32;-0,96;;0,00;0,00;64,08;-293,61;-289,28;-302,62;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,32;0,32;-0,96;;0,00;0,00;64,08;-293,61;-289,28;-302,62;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-134,35;-26,02;5,08;13,33;7,82;-5,69;97,76;115,31;17,55;;7,65;-24,58;-5,63;0,32;-19,37;-3,78;5,40;-0,20;1,20;0,66;2,97;;;-1,16;-0,22;1,79;935.885.083,86
COCE3;57,00;3,41;6,93;1,12;0,36;16,77;14,30;7,48;3,62;6,29;3,58;1,11;0,52;-3,38;-0,47;0,68;16,19;5,20;12,31;0,32;0,68;0,70;13,27;8,01;5.700,00;50,82;8,23;0,22;3.310.896.138,54
COCE5;44,90;4,33;5,46;0,88;0,28;16,77;14,30;7,48;2,85;6,29;3,58;1,11;0,41;-2,66;-0,37;0,68;16,19;5,20;12,31;0,32;0,68;0,70;13,27;8,01;2.430.680,23;50,82;8,23;0,18;3.310.896.138,54
COCE6;19,17;10,14;2,33;0,38;0,12;16,77;14,30;7,48;1,22;6,29;3,58;1,11;0,17;-1,14;-0,16;0,68;16,19;5,20;12,31;0,32;0,68;0,70;13,27;8,01;;50,82;8,23;0,07;3.310.896.138,54
COGN3;1,88;;-6,67;0,27;0,13;63,38;5,96;-10,39;11,63;31,60;20,03;0,46;0,69;3,56;-0,17;1,24;-3,99;-2,00;1,18;0,50;0,50;0,19;-1,73;;64.051.934,19;7,06;-0,28;-0,82;3.509.253.612,70
CORR3;2,71;;0,01;0,01;0,00;99,60;463,27;408,67;0,01;-1,19;-1,32;-1,99;0,03;0,01;-0,02;3,47;133,68;46,57;112,42;0,35;0,65;0,11;-16,36;;;298,41;398,91;0,00;1.278.894,65
CORR4;82,00;;0,21;0,27;0,10;99,60;463,27;408,67;0,18;-1,19;-1,32;-1,99;0,84;0,17;-0,47;3,47;133,68;46,57;112,42;0,35;0,65;0,11;-16,36;;;298,41;398,91;0,00;1.278.894,65
CPFE3;31,70;10,23;7,16;2,08;0,51;30,08;26,00;12,96;3,57;5,62;2,03;1,18;0,93;121,40;-0,65;1,02;29,07;7,17;18,94;0,25;0,75;0,55;8,03;34,01;67.500.606,02;15,22;4,43;0,97;36.676.258.825,20
CPLE11;34,05;12,77;16,76;0,88;0,37;22,80;13,30;5,07;6,39;9,75;3,35;0,46;0,85;8,59;-0,46;1,30;5,26;2,24;8,09;0,43;0,57;0,44;9,35;1,47;10.962.493,53;38,61;2,03;-0,22;18.652.350.360,00
CPLE3;6,24;12,90;15,36;0,81;0,34;22,80;13,30;5,07;5,86;9,75;3,35;0,46;0,78;7,87;-0,42;1,30;5,26;2,24;8,09;0,43;0,57;0,44;9,35;1,47;10.050.549,53;7,72;0,41;-0,20;18.652.350.360,00
CPLE5;20,50;4,32;50,45;2,65;1,13;22,80;13,30;5,07;19,24;9,75;3,35;0,46;2,56;25,84;-1,39;1,30;5,26;2,24;8,09;0,43;0,57;0,44;9,35;1,47;12.531,14;7,72;0,41;-0,65;18.652.350.360,00
CPLE6;6,93;12,78;17,05;0,90;0,38;22,80;13,30;5,07;6,50;9,75;3,35;0,46;0,86;8,74;-0,47;1,30;5,26;2,24;8,09;0,43;0,57;0,44;9,35;1,47;98.010.796,88;7,72;0,41;-0,22;18.652.350.360,00
CPRE3;18,23;;8,38;1,85;0,93;65,42;54,59;35,95;5,52;5,81;0,29;0,10;3,01;-658,11;-1,06;0,99;22,03;11,09;24,77;0,50;0,50;0,31;12,91;157,19;;9,88;2,18;-0,72;10.824.655.047,92
CRDE3;15,00;;-5,19;0,38;0,32;25,89;-127,19;-102,04;-4,17;-2,77;1,39;-0,13;5,30;5,96;-0,37;1,58;-7,22;-6,16;-9,24;0,85;0,15;0,06;-22,10;;43.495,50;40,00;-2,89;0,09;36.332.295,00
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;12,43;2,79;15,04;1,20;0,28;19,10;4,79;1,69;5,30;6,94;1,62;0,37;0,25;-6,57;-0,53;0,91;7,99;1,88;10,43;0,24;0,76;1,11;15,40;1,69;98.988.475,16;10,35;0,83;-0,34;26.279.025.822,30
CRIV3;5,15;;13,72;0,49;0,04;29,83;3,35;2,56;10,50;10,56;;;0,35;0,10;-0,07;48,36;3,58;0,29;;0,08;0,92;0,11;18,33;-9,87;11.512,15;10,50;0,38;;533.248.603,49
CRIV4;5,22;9,08;13,91;0,50;0,04;29,83;3,35;2,56;10,64;10,56;;;0,36;0,10;-0,07;48,36;3,58;0,29;;0,08;0,92;0,11;18,33;-9,87;33.126,56;10,50;0,38;;533.248.603,49
CRPG3;50,84;9,35;21,58;1,82;1,40;6,27;3,53;8,51;52,03;29,16;-7,22;-0,25;1,84;3,00;-3,42;4,67;8,45;6,47;2,17;0,77;0,23;0,76;7,16;-2,85;5.500,00;27,87;2,36;-0,29;1.031.340.482,02
CRPG5;27,00;17,61;11,46;0,97;0,74;6,27;3,53;8,51;27,63;29,16;-7,22;-0,25;0,98;1,59;-1,82;4,67;8,45;6,47;2,17;0,77;0,23;0,76;7,16;-2,85;181.895,40;27,87;2,36;-0,15;1.031.340.482,02
CRPG6;27,60;17,23;11,72;0,99;0,76;6,27;3,53;8,51;28,25;29,16;-7,22;-0,25;1,00;1,63;-1,86;4,67;8,45;6,47;2,17;0,77;0,23;0,76;7,16;-2,85;17.380,46;27,87;2,36;-0,16;1.031.340.482,02
CSAB3;28,40;2,12;11,97;1,15;0,56;29,10;289,00;401,83;16,64;23,55;;;48,08;4,26;-0,69;3,28;9,60;4,66;;0,49;0,51;0,01;-33,40;-2,04;7.136,00;24,72;2,37;0,12;308.736.000,00
CSAB4;52,00;1,27;21,91;2,10;1,02;29,10;289,00;401,83;30,46;23,55;;;88,04;7,80;-1,26;3,28;9,60;4,66;;0,49;0,51;0,01;-33,40;-2,04;8.679,60;24,72;2,37;0,23;308.736.000,00
CSAN3;15,13;2,83;24,11;0,59;0,21;22,61;19,78;2,96;3,61;9,10;5,50;0,90;0,71;2,90;-0,26;1,62;2,44;0,87;7,40;0,36;0,64;0,30;38,95;-2,21;144.557.352,12;25,70;0,63;-0,30;28.335.952.491,84
CSED3;2,14;6,12;16,64;0,55;0,17;47,12;17,73;2,37;2,23;2,63;0,41;0,10;0,39;1,44;-0,22;1,84;3,28;0,99;13,91;0,30;0,70;0,42;;;2.267.989,95;3,92;0,13;-0,37;781.813.841,76
CSMG3;15,74;8,19;7,10;0,83;0,45;37,49;20,27;13,65;4,78;7,17;2,41;0,42;0,97;11,68;-0,56;1,26;11,63;6,39;9,21;0,55;0,45;0,47;7,38;8,52;38.000.386,49;19,08;2,22;0,12;5.966.170.652,61
CSNA3;15,44;15,47;13,18;0,94;0,24;30,00;17,23;3,50;2,68;6,29;3,59;1,26;0,46;2,52;-0,37;1,36;7,12;1,82;9,06;0,26;0,74;0,52;19,08;172,87;139.527.509,28;16,45;1,17;-0,15;20.594.238.996,91
CSRN3;23,20;17,95;6,71;2,78;0,74;30,70;25,42;16,39;4,33;6,75;2,41;1,54;1,10;62,89;-0,96;1,05;41,35;11,03;19,87;0,27;0,73;0,67;10,30;25,28;5.805,00;8,36;3,46;0,75;3.914.705.406,36
CSRN5;23,94;19,14;6,93;2,86;0,76;30,70;25,42;16,39;4,47;6,75;2,41;1,54;1,14;64,90;-1,00;1,05;41,35;11,03;19,87;0,27;0,73;0,67;10,30;25,28;10.896,40;8,36;3,46;0,77;3.914.705.406,36
CSRN6;24,00;19,09;6,94;2,87;0,77;30,70;25,42;16,39;4,48;6,75;2,41;1,54;1,14;65,06;-1,00;1,05;41,35;11,03;19,87;0,27;0,73;0,67;10,30;25,28;3.168,29;8,36;3,46;0,77;3.914.705.406,36
CSUD3;9,64;10,18;5,48;1,06;0,66;37,50;19,46;13,70;3,86;3,87;-0,01;0,00;0,75;15,21;-0,95;1,17;19,27;12,12;16,49;0,63;0,37;0,88;1,99;10,23;1.297.161,40;9,14;1,76;0,25;405.042.000,00
CTCA3;0,00;;0,00;0,00;0,00;64,80;39,46;31,76;0,00;-2,51;-2,51;-0,45;0,00;0,00;0,00;3,40;14,56;12,23;10,71;0,84;0,16;0,39;25,98;58,94;;2,72;0,40;0,00;0,00
CTKA3;21,46;;-8,68;-0,82;0,22;35,60;3,99;-2,50;5,43;26,07;22,58;;0,22;0,79;-0,70;1,70;-9,46;-2,56;5,30;-0,27;1,27;1,02;12,05;;4.292,00;-26,13;-2,47;0,07;85.392.043,94
CTKA4;7,10;;-2,87;-0,27;0,07;35,60;3,99;-2,50;1,80;26,07;22,58;;0,07;0,26;-0,23;1,70;-9,46;-2,56;5,30;-0,27;1,27;1,02;12,05;;2.541,33;-26,13;-2,47;0,02;85.392.043,94
CTNM3;3,85;;-0,39;0,23;0,03;22,43;-5,68;-17,19;-1,17;-11,36;-10,64;2,13;0,07;-4,98;-0,05;0,98;-60,74;-8,14;-4,40;0,13;0,75;0,47;-3,61;;1.990,25;16,45;-9,99;0,00;72.963.722,12
CTNM4;1,18;;-0,12;0,07;0,01;22,43;-5,68;-17,19;-0,36;-11,36;-10,64;2,13;0,02;-1,53;-0,02;0,98;-60,74;-8,14;-4,40;0,13;0,75;0,47;-3,61;;23.030,56;16,45;-9,99;0,00;72.963.722,12
CTSA3;1,45;;-1,17;0,14;0,07;10,14;-3,75;-7,12;-2,22;-9,28;-7,06;0,46;0,08;-1,12;-0,09;0,84;-12,34;-5,57;-8,29;0,45;0,55;0,78;9,79;;6.963,93;10,05;-1,24;0,01;40.345.932,45
CTSA4;0,98;;-0,79;0,10;0,04;10,14;-3,75;-7,12;-1,50;-9,28;-7,06;0,46;0,06;-0,76;-0,06;0,84;-12,34;-5,57;-8,29;0,45;0,55;0,78;9,79;;18.053,90;10,05;-1,24;0,00;40.345.932,45
CTSA8;0,00;;0,00;0,00;0,00;10,14;-3,75;-7,12;0,00;-9,28;-7,06;0,46;0,00;0,00;0,00;0,84;-12,34;-5,57;-8,29;0,45;0,55;0,78;9,79;;;10,05;-1,24;0,00;40.345.932,45
CURY3;12,90;5,60;11,41;4,29;1,35;37,08;19,02;14,61;8,77;8,08;-0,72;-0,35;1,67;3,78;-5,12;1,93;37,58;11,79;27,44;0,31;0,69;0,81;22,62;23,93;17.569.647,00;3,01;1,13;1,14;3.776.863.638,72
CVCB3;3,09;;-1,98;2,71;0,22;100,00;-3,08;-35,48;-22,80;-25,12;-2,18;0,26;0,70;-0,73;-0,44;0,63;-136,96;-11,06;-10,22;0,08;0,92;0,31;0,61;;76.401.804,35;1,14;-1,56;0,22;862.239.130,99
CXSE3;8,78;7,39;8,92;2,42;2,25;;;;7,93;7,67;-0,28;-0,08;;31,00;-2,62;2,04;27,12;25,22;25,79;0,93;0,07;0,00;;17,85;15.195.988,02;3,63;0,98;0,16;26.400.000.000,00
CYRE3;14,09;4,01;6,96;0,73;0,34;32,04;16,87;14,95;6,17;8,39;2,21;0,26;1,04;1,03;-0,76;2,48;10,51;4,88;6,28;0,46;0,54;0,33;15,15;;105.575.619,47;19,26;2,02;-0,60;5.636.373.465,90
DASA3;7,51;1,29;-12,30;0,56;0,17;28,99;6,26;-2,71;5,32;14,76;9,38;0,98;0,33;2,70;-0,23;1,29;-4,54;-1,35;3,94;0,30;0,70;0,50;27,93;;2.694.978,19;13,44;-0,61;-0,01;4.219.601.070,30
DESK3;9,10;0,15;22,61;1,14;0,43;57,26;27,45;7,29;6,00;9,16;3,30;0,63;1,65;12,80;-0,53;1,23;5,03;1,92;9,56;0,38;0,61;0,26;;;1.677.691,30;7,99;0,40;0,17;1.024.201.751,44
DEXP3;7,51;5,12;5,29;1,34;0,53;17,70;10,18;6,13;3,18;4,14;0,97;0,41;0,32;1,29;-1,52;2,75;25,35;10,07;22,04;0,40;0,52;1,64;32,29;20,48;705.282,33;5,60;1,42;-0,16;701.366.485,80
DEXP4;6,70;6,05;4,72;1,20;0,47;17,70;10,18;6,13;2,84;4,14;0,97;0,41;0,29;1,15;-1,36;2,75;25,35;10,07;22,04;0,40;0,52;1,64;32,29;20,48;16.617,08;5,60;1,42;-0,15;701.366.485,80
DIRR3;16,00;7,31;11,49;1,61;0,37;35,22;18,68;9,66;5,94;6,53;0,58;0,16;1,11;1,29;-0,65;2,88;13,97;3,20;12,29;0,23;0,77;0,33;23,53;;32.927.157,93;9,97;1,39;0,37;2.403.000.000,00
DMMO3;1,76;;-258,65;-1,88;2,76;54,54;8,16;-1,10;34,96;32,11;-2,85;;2,85;9,24;-6,66;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;4.084.154,80;-0,93;-0,01;2,52;949.254.731,04
DMVF3;3,36;;14,97;0,20;0,12;32,06;2,40;0,77;4,77;4,00;-0,77;-0,03;0,11;2,48;-0,16;1,20;1,34;0,77;3,89;0,58;0,42;1,01;319,38;;182.779,14;16,79;0,22;-0,01;170.025.549,12
DOHL3;10,00;1,20;35,05;1,07;0,80;22,36;2,26;3,37;52,14;45,54;1,82;0,04;1,18;1,82;-1,68;5,83;3,05;2,27;1,61;0,75;0,25;0,67;9,46;6,91;1.000,00;9,37;0,29;-0,42;634.258.876,95
DOHL4;4,23;3,12;14,82;0,45;0,34;22,36;2,26;3,37;22,06;45,54;1,82;0,04;0,50;0,77;-0,71;5,83;3,05;2,27;1,61;0,75;0,25;0,67;9,46;6,91;6.349,32;9,37;0,29;-0,18;634.258.876,95
DOTZ3;0,82;;-1,22;-0,80;0,26;89,80;-73,50;-65,70;-1,09;0,16;1,23;;0,80;-1,73;-0,76;0,82;-65,88;-21,10;394,70;-0,32;1,32;0,32;;;45.806,84;-1,02;-0,67;-0,02;106.975.365,12
DTCY3;5,30;;-15,16;-25,81;4,78;13,15;-47,85;-49,64;-15,72;-22,43;0,17;;7,52;-16,32;-7,51;0,55;-170,25;-31,53;471,95;-0,19;1,19;0,64;-8,48;;765,00;-0,21;-0,35;1,27;84.817.525,80
DTCY4;62,60;;-179,04;-304,82;56,45;13,15;-47,85;-49,64;-185,72;-22,43;0,17;;88,87;-192,81;-88,71;0,55;-170,25;-31,53;471,95;-0,19;1,19;0,64;-8,48;;;-0,21;-0,35;14,96;84.817.525,80
DXCO3;5,89;5,76;6,52;0,83;0,32;33,84;17,08;8,91;3,40;6,05;2,64;0,64;0,58;2,58;-0,47;1,58;12,68;4,84;11,22;0,38;0,62;0,54;16,29;32,53;45.004.060,16;7,12;0,90;-0,12;4.938.649.551,40
